"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Grays Harbor","Grays Harbor","Grays Harbor County","53027","WA","Washington","47.1502","-123.7736","73769"
"Lonoke","Lonoke","Lonoke County","05085","AR","Arkansas","34.7543","-91.8888","73163"
"Wood","Wood","Wood County","55141","WI","Wisconsin","44.4553","-90.0416","72892"
"Chatham","Chatham","Chatham County","37037","NC","North Carolina","35.7026","-79.2553","72853"
"Pottawatomie","Pottawatomie","Pottawatomie County","40125","OK","Oklahoma","35.2066","-96.9484","72511"
"Walker","Walker","Walker County","48471","TX","Texas","30.7390","-95.5723","72295"
"McKinley","McKinley","McKinley County","35031","NM","New Mexico","35.5807","-108.2618","71956"
"Kauai","Kauai","Kauai County","15007","HI","Hawaii","22.0398","-159.5966","71949"
"Surry","Surry","Surry County","37171","NC","North Carolina","36.4146","-80.6880","71904"
"Apache","Apache","Apache County","04001","AZ","Arizona","35.3955","-109.4888","71714"
"Creek","Creek","Creek County","40037","OK","Oklahoma","35.9026","-96.3708","71505"
"Christian","Christian","Christian County","21047","KY","Kentucky","36.8942","-87.4904","71470"
"DeKalb","DeKalb","DeKalb County","01049","AL","Alabama","34.4598","-85.8041","71430"
"Walton","Walton","Walton County","12131","FL","Florida","30.6436","-86.1696","71049"
"Allegany","Allegany","Allegany County","24001","MD","Maryland","39.6215","-78.6976","71002"
"Madison","Madison","Madison County","36053","NY","New York","42.9128","-75.6697","70990"
"Robertson","Robertson","Robertson County","47147","TN","Tennessee","36.5255","-86.8706","70982"
"Columbia","Columbia","Columbia County","12023","FL","Florida","30.2242","-82.6215","70898"
"Portage","Portage","Portage County","55097","WI","Wisconsin","44.4760","-89.5014","70822"
"Iberia","Iberia","Iberia Parish","22045","LA","Louisiana","29.8965","-91.7301","70763"
"Greenwood","Greenwood","Greenwood County","45047","SC","South Carolina","34.1537","-82.1259","70672"
"Franklin","Franklin","Franklin County","25011","MA","Massachusetts","42.5831","-72.5918","70529"
"Jackson","Jackson","Jackson County","13157","GA","Georgia","34.1339","-83.5664","70467"
"Isabella","Isabella","Isabella County","26073","MI","Michigan","43.6406","-84.8468","70363"
"Lea","Lea","Lea County","35025","NM","New Mexico","32.7921","-103.4125","70359"
"Fauquier","Fauquier","Fauquier County","51061","VA","Virginia","38.7387","-77.8092","70353"
"Grand Forks","Grand Forks","Grand Forks County","38035","ND","North Dakota","47.9219","-97.4569","70243"
"Morgan","Morgan","Morgan County","18109","IN","Indiana","39.4815","-86.4462","70141"
"Troup","Troup","Troup County","13285","GA","Georgia","33.0335","-85.0283","70095"
"Tooele","Tooele","Tooele County","49045","UT","Utah","40.4488","-113.1311","69740"
"Broomfield","Broomfield","Broomfield County","08014","CO","Colorado","39.9542","-105.0526","69444"
"Walker","Walker","Walker County","13295","GA","Georgia","34.7356","-85.3010","69398"
"Carteret","Carteret","Carteret County","37031","NC","North Carolina","34.8357","-76.6589","69301"
"Greene","Greene","Greene County","47059","TN","Tennessee","36.1753","-82.8458","69077"
"Ward","Ward","Ward County","38101","ND","North Dakota","48.2217","-101.5418","68962"
"Lewis and Clark","Lewis and Clark","Lewis and Clark County","30049","MT","Montana","47.1224","-112.3905","68714"
"Muskogee","Muskogee","Muskogee County","40101","OK","Oklahoma","35.6161","-95.3795","68451"
"York","York","York County","51199","VA","Virginia","37.2431","-76.5635","68389"
"Wilkes","Wilkes","Wilkes County","37193","NC","North Carolina","36.2062","-81.1630","68341"
"Jones","Jones","Jones County","28067","MS","Mississippi","31.6226","-89.1688","68307"
"Shiawassee","Shiawassee","Shiawassee County","26155","MI","Michigan","42.9537","-84.1467","68176"
"Jefferson","Jefferson","Jefferson County","05069","AR","Arkansas","34.2683","-91.9304","68123"
"Franklin","Franklin","Franklin County","37069","NC","North Carolina","36.0828","-78.2857","68027"
"Wise","Wise","Wise County","48497","TX","Texas","33.2159","-97.6545","67884"
"Harrison","Harrison","Harrison County","54033","WV","West Virginia","39.2835","-80.3798","67620"
"Klamath","Klamath","Klamath County","41035","OR","Oregon","42.6863","-121.6501","67606"
"Aroostook","Aroostook","Aroostook County","23003","ME","Maine","46.6589","-68.5989","67431"
"Belmont","Belmont","Belmont County","39013","OH","Ohio","40.0158","-80.9884","67424"
"Blue Earth","Blue Earth","Blue Earth County","27013","MN","Minnesota","44.0346","-94.0670","67368"
"Catoosa","Catoosa","Catoosa County","13047","GA","Georgia","34.9036","-85.1382","67181"
"Laurens","Laurens","Laurens County","45059","SC","South Carolina","34.4834","-82.0057","66990"
"San Patricio","San Patricio","San Patricio County","48409","TX","Texas","28.0092","-97.5188","66969"
"Williamson","Williamson","Williamson County","17199","IL","Illinois","37.7303","-88.9299","66929"
"Butler","Butler","Butler County","20015","KS","Kansas","37.7813","-96.8391","66890"
"Boone","Boone","Boone County","18011","IN","Indiana","40.0508","-86.4687","66875"
"Darlington","Darlington","Darlington County","45031","SC","South Carolina","34.3325","-79.9577","66858"
"Otero","Otero","Otero County","35035","NM","New Mexico","32.6132","-105.7414","66804"
"Rutherford","Rutherford","Rutherford County","37161","NC","North Carolina","35.4026","-81.9198","66741"
"St. Francois","St. Francois","St. Francois County","29187","MO","Missouri","37.8103","-90.4723","66653"
"Rice","Rice","Rice County","27131","MN","Minnesota","44.3543","-93.2967","66549"
"Harrison","Harrison","Harrison County","48203","TX","Texas","32.5481","-94.3715","66547"
"Oldham","Oldham","Oldham County","21185","KY","Kentucky","38.3994","-85.4483","66508"
"Marquette","Marquette","Marquette County","26103","MI","Michigan","46.4313","-87.6416","66403"
"Wayne","Wayne","Wayne County","18177","IN","Indiana","39.8644","-85.0099","66176"
"Grant","Grant","Grant County","18053","IN","Indiana","40.5158","-85.6547","66055"
"Spalding","Spalding","Spalding County","13255","GA","Georgia","33.2609","-84.2841","66043"
"Athens","Athens","Athens County","39009","OH","Ohio","39.3339","-82.0452","65945"
"Jefferson","Jefferson","Jefferson County","39081","OH","Ohio","40.3850","-80.7610","65943"
"Kershaw","Kershaw","Kershaw County","45055","SC","South Carolina","34.3388","-80.5902","65926"
"Adams","Adams","Adams County","17001","IL","Illinois","39.9879","-91.1886","65670"
"McCracken","McCracken","McCracken County","21145","KY","Kentucky","37.0540","-88.7128","65485"
"Columbia","Columbia","Columbia County","42037","PA","Pennsylvania","41.0486","-76.4052","65390"
"Armstrong","Armstrong","Armstrong County","42005","PA","Pennsylvania","40.8121","-79.4646","65356"
"Mason","Mason","Mason County","53045","WA","Washington","47.3484","-123.1928","65326"
"Marion","Marion","Marion County","39101","OH","Ohio","40.5872","-83.1609","65179"
"Nacogdoches","Nacogdoches","Nacogdoches County","48347","TX","Texas","31.6160","-94.6159","65080"
"Chaves","Chaves","Chaves County","35005","NM","New Mexico","33.3633","-104.4669","64912"
"Pulaski","Pulaski","Pulaski County","21199","KY","Kentucky","37.1039","-84.5772","64789"
"Crow Wing","Crow Wing","Crow Wing County","27035","MN","Minnesota","46.4824","-94.0709","64775"
"Hamblen","Hamblen","Hamblen County","47063","TN","Tennessee","36.2171","-83.2667","64479"
"Ionia","Ionia","Ionia County","26067","MI","Michigan","42.9451","-85.0746","64401"
"Lake","Lake","Lake County","06033","CA","California","39.0996","-122.7532","64276"
"Warren","Warren","Warren County","36113","NY","New York","43.5610","-73.8460","64187"
"Tehama","Tehama","Tehama County","06103","CA","California","40.1257","-122.2340","64176"
"Coos","Coos","Coos County","41011","OR","Oregon","43.1742","-124.0594","64175"
"Chippewa","Chippewa","Chippewa County","55017","WI","Wisconsin","45.0694","-91.2799","64175"
"Sauk","Sauk","Sauk County","55111","WI","Wisconsin","43.4267","-89.9482","64152"
"Starr","Starr","Starr County","48427","TX","Texas","26.5622","-98.7384","64032"
"Clay","Clay","Clay County","27027","MN","Minnesota","46.8923","-96.4907","64029"
"Carbon","Carbon","Carbon County","42025","PA","Pennsylvania","40.9182","-75.7088","63964"
"Pope","Pope","Pope County","05115","AR","Arkansas","35.4478","-93.0345","63926"
"Walker","Walker","Walker County","01127","AL","Alabama","33.8033","-87.2974","63802"
"Montcalm","Montcalm","Montcalm County","26117","MI","Michigan","43.3109","-85.1525","63516"
"Sampson","Sampson","Sampson County","37163","NC","North Carolina","34.9916","-78.3714","63284"
"Livingston","Livingston","Livingston County","36051","NY","New York","42.7281","-77.7755","63218"
"Crawford","Crawford","Crawford County","05033","AR","Arkansas","35.5880","-94.2429","63118"
"Salem","Salem","Salem County","34033","NJ","New Jersey","39.5876","-75.3491","62754"
"Lamar","Lamar","Lamar County","28073","MS","Mississippi","31.2060","-89.5087","62693"
"Warrick","Warrick","Warrick County","18173","IN","Indiana","38.0922","-87.2721","62608"
"Reno","Reno","Reno County","20155","KS","Kansas","37.9529","-98.0860","62421"
"Acadia","Acadia","Acadia Parish","22001","LA","Louisiana","30.2906","-92.4120","62371"
"Effingham","Effingham","Effingham County","13103","GA","Georgia","32.3673","-81.3414","62241"
"Georgetown","Georgetown","Georgetown County","45043","SC","South Carolina","33.4343","-79.3324","62150"
"Stanly","Stanly","Stanly County","37167","NC","North Carolina","35.3119","-80.2510","62050"
"Liberty","Liberty","Liberty County","13179","GA","Georgia","31.8282","-81.4949","62039"
"Pender","Pender","Pender County","37141","NC","North Carolina","34.5248","-77.9051","61891"
"Haywood","Haywood","Haywood County","37087","NC","North Carolina","35.5560","-82.9822","61862"
"Knox","Knox","Knox County","39083","OH","Ohio","40.3988","-82.4215","61776"
"Herkimer","Herkimer","Herkimer County","36043","NY","New York","43.4197","-74.9625","61738"
"Tipton","Tipton","Tipton County","47167","TN","Tennessee","35.4973","-89.7566","61562"
"Garfield","Garfield","Garfield County","40047","OK","Oklahoma","36.3791","-97.7827","61555"
"San Benito","San Benito","San Benito County","06069","CA","California","36.6057","-121.0750","61547"
"Hall","Hall","Hall County","31079","NE","Nebraska","40.8726","-98.5022","61338"
"Washington","Washington","Washington County","36115","NY","New York","43.3137","-73.4308","61304"
"Belknap","Belknap","Belknap County","33001","NH","New Hampshire","43.5179","-71.4227","61174"
"Lee","Lee","Lee County","37105","NC","North Carolina","35.4752","-79.1715","61083"
"Barry","Barry","Barry County","26015","MI","Michigan","42.5950","-85.3090","61045"
"Pittsylvania","Pittsylvania","Pittsylvania County","51143","VA","Virginia","36.8213","-79.3971","60867"
"St. Joseph","St. Joseph","St. Joseph County","26149","MI","Michigan","41.9144","-85.5278","60789"
"Walla Walla","Walla Walla","Walla Walla County","53071","WA","Washington","46.2298","-118.4784","60785"
"Bradford","Bradford","Bradford County","42015","PA","Pennsylvania","41.7887","-76.5154","60721"
"Laurel","Laurel","Laurel County","21125","KY","Kentucky","37.1107","-84.1178","60631"
"Washington","Washington","Washington County","39167","OH","Ohio","39.4553","-81.4953","60217"
"Hood","Hood","Hood County","48221","TX","Texas","32.4299","-97.8323","60025"
"Cumberland","Cumberland","Cumberland County","47035","TN","Tennessee","35.9504","-84.9984","60016"
"Columbia","Columbia","Columbia County","36021","NY","New York","42.2501","-73.6318","60016"
"Lawrence","Lawrence","Lawrence County","39087","OH","Ohio","38.5984","-82.5368","59901"
"Granville","Granville","Granville County","37077","NC","North Carolina","36.3040","-78.6527","59823"
"Vermilion","Vermilion","Vermilion Parish","22113","LA","Louisiana","29.8466","-92.3237","59787"
"Garfield","Garfield","Garfield County","08045","CO","Colorado","39.5993","-107.9040","59605"
"Otsego","Otsego","Otsego County","36077","NY","New York","42.6337","-75.0326","59593"
"Mercer","Mercer","Mercer County","54055","WV","West Virginia","37.4055","-81.1114","59370"
"Duplin","Duplin","Duplin County","37061","NC","North Carolina","34.9365","-77.9330","58965"
"Lowndes","Lowndes","Lowndes County","28087","MS","Mississippi","33.4729","-88.4433","58896"
"Lincoln","Lincoln","Lincoln County","46083","SD","South Dakota","43.2789","-96.7218","58887"
"Kenai Peninsula","Kenai Peninsula","Kenai Peninsula Borough","02122","AK","Alaska","60.2654","-151.5652","58809"
"Sandusky","Sandusky","Sandusky County","39143","OH","Ohio","41.3562","-83.1464","58801"
"Pike","Pike","Pike County","21195","KY","Kentucky","37.4691","-82.3958","58595"
"Rutland","Rutland","Rutland County","50021","VT","Vermont","43.5802","-73.0366","58527"
"Otter Tail","Otter Tail","Otter Tail County","27111","MN","Minnesota","46.4088","-95.7080","58416"
"Washington","Washington","Washington County","50023","VT","Vermont","44.2734","-72.6148","58336"
"Newton","Newton","Newton County","29145","MO","Missouri","36.9055","-94.3393","58288"
"Huron","Huron","Huron County","39077","OH","Ohio","41.1463","-82.5980","58271"
"Pickaway","Pickaway","Pickaway County","39129","OH","Ohio","39.6419","-83.0244","58112"
"Maverick","Maverick","Maverick County","48323","TX","Texas","28.7426","-100.3145","58098"
"Russell","Russell","Russell County","01113","AL","Alabama","32.2884","-85.1849","57938"
"Anderson","Anderson","Anderson County","48001","TX","Texas","31.8133","-95.6525","57917"
"Union","Union","Union County","39159","OH","Ohio","40.2994","-83.3716","57871"
"Eddy","Eddy","Eddy County","35015","NM","New Mexico","32.4715","-104.3044","57865"
"Gordon","Gordon","Gordon County","13129","GA","Georgia","34.5032","-84.8759","57756"
"Blount","Blount","Blount County","01009","AL","Alabama","33.9809","-86.5674","57755"
"Oxford","Oxford","Oxford County","23017","ME","Maine","44.4998","-70.7566","57741"
"Lincoln","Lincoln","Lincoln County","29113","MO","Missouri","39.0580","-90.9600","57590"
"Genesee","Genesee","Genesee County","36037","NY","New York","43.0009","-78.1937","57554"
"Jackson","Jackson","Jackson County","17077","IL","Illinois","37.7851","-89.3821","57517"
"Hardin","Hardin","Hardin County","48199","TX","Texas","30.3324","-94.3902","57356"
"Columbia","Columbia","Columbia County","55021","WI","Wisconsin","43.4666","-89.3337","57331"
"Cherokee","Cherokee","Cherokee County","45021","SC","South Carolina","35.0481","-81.6206","57110"
"Jefferson","Jefferson","Jefferson County","54037","WV","West Virginia","39.3076","-77.8628","56922"
"Hawkins","Hawkins","Hawkins County","47073","TN","Tennessee","36.4412","-82.9447","56735"
"Putnam","Putnam","Putnam County","54079","WV","West Virginia","38.5086","-81.9090","56604"
"Carter","Carter","Carter County","47019","TN","Tennessee","36.2928","-82.1275","56452"
"Lenoir","Lenoir","Lenoir County","37107","NC","North Carolina","35.2388","-77.6412","56350"
"Marion","Marion","Marion County","54049","WV","West Virginia","39.5100","-80.2434","56233"
"Franklin","Franklin","Franklin County","51067","VA","Virginia","36.9920","-79.8810","56231"
"La Plata","La Plata","La Plata County","08067","CO","Colorado","37.2866","-107.8433","56138"
"Coffee","Coffee","Coffee County","47031","TN","Tennessee","35.4906","-86.0748","56024"
"Van Zandt","Van Zandt","Van Zandt County","48467","TX","Texas","32.5637","-95.8365","55970"
"Scott","Scott","Scott County","21209","KY","Kentucky","38.2915","-84.5839","55961"
"Chisago","Chisago","Chisago County","27025","MN","Minnesota","45.5025","-92.9084","55844"
"Watauga","Watauga","Watauga County","37189","NC","North Carolina","36.2311","-81.6964","55669"
"Lyon","Lyon","Lyon County","32019","NV","Nevada","39.0206","-119.1890","55667"
"Pike","Pike","Pike County","42103","PA","Pennsylvania","41.3320","-75.0338","55660"
"Columbus","Columbus","Columbus County","37047","NC","North Carolina","34.2656","-78.6550","55659"
"Autauga","Autauga","Autauga County","01001","AL","Alabama","32.5349","-86.6427","55639"
"Whiteside","Whiteside","Whiteside County","17195","IL","Illinois","41.7563","-89.9141","55583"
"Taney","Taney","Taney County","29213","MO","Missouri","36.6548","-93.0412","55563"
"Pearl River","Pearl River","Pearl River County","28109","MS","Mississippi","30.7688","-89.5896","55512"
"Campbell","Campbell","Campbell County","51031","VA","Virginia","37.2054","-79.0965","55406"
"Grady","Grady","Grady County","40051","OK","Oklahoma","35.0169","-97.8841","55315"
"Seneca","Seneca","Seneca County","39147","OH","Ohio","41.1239","-83.1277","55251"
"Carson City","Carson City","Carson City","32510","NV","Nevada","39.1511","-119.7476","55244"
"Windsor","Windsor","Windsor County","50027","VT","Vermont","43.5799","-72.5863","55191"
"Eagle","Eagle","Eagle County","08037","CO","Colorado","39.6278","-106.6953","54960"
"Colbert","Colbert","Colbert County","01033","AL","Alabama","34.7005","-87.8050","54957"
"Box Elder","Box Elder","Box Elder County","49003","UT","Utah","41.5210","-113.0821","54953"
"Hancock","Hancock","Hancock County","23009","ME","Maine","44.6643","-68.3585","54832"
"Hoke","Hoke","Hoke County","37093","NC","North Carolina","35.0175","-79.2373","54590"
"Saline","Saline","Saline County","20169","KS","Kansas","38.7838","-97.6500","54384"
"Jefferson","Jefferson","Jefferson County","47089","TN","Tennessee","36.0510","-83.4463","54162"
"Tuolumne","Tuolumne","Tuolumne County","06109","CA","California","38.0276","-119.9548","54147"
"Lafayette","Lafayette","Lafayette County","28071","MS","Mississippi","34.3568","-89.4850","54059"
"Washington","Washington","Washington County","51191","VA","Virginia","36.7244","-81.9598","54005"
"Rusk","Rusk","Rusk County","48401","TX","Texas","32.1077","-94.7618","53988"
"Camden","Camden","Camden County","13039","GA","Georgia","30.9306","-81.6699","53960"
"Johnson","Johnson","Johnson County","29101","MO","Missouri","38.7441","-93.8064","53948"
"Gila","Gila","Gila County","04007","AZ","Arizona","33.7997","-110.8116","53846"
"Waller","Waller","Waller County","48473","TX","Texas","30.0108","-95.9876","53626"
"St. Martin","St. Martin","St. Martin Parish","22099","LA","Louisiana","30.1291","-91.6082","53607"
"Harrisonburg","Harrisonburg","Harrisonburg City","51660","VA","Virginia","38.4362","-78.8735","53558"
"Ashland","Ashland","Ashland County","39005","OH","Ohio","40.8460","-82.2707","53533"
"Jessamine","Jessamine","Jessamine County","21113","KY","Kentucky","37.8721","-84.5809","53476"
"Fulton","Fulton","Fulton County","36035","NY","New York","43.1138","-74.4222","53452"
"McMinn","McMinn","McMinn County","47107","TN","Tennessee","35.4247","-84.6175","53392"
"Roane","Roane","Roane County","47145","TN","Tennessee","35.8479","-84.5232","53331"
"Boone","Boone","Boone County","17007","IL","Illinois","42.3231","-88.8234","53293"
"Dickson","Dickson","Dickson County","47043","TN","Tennessee","36.1490","-87.3567","53289"
"Loudon","Loudon","Loudon County","47105","TN","Tennessee","35.7348","-84.3119","53169"
"Iron","Iron","Iron County","49021","UT","Utah","37.8592","-113.2895","53148"
"St. Charles","St. Charles","St. Charles Parish","22089","LA","Louisiana","29.9055","-90.3582","52856"
"Tuscola","Tuscola","Tuscola County","26157","MI","Michigan","43.4641","-83.4167","52683"
"Elko","Elko","Elko County","32007","NV","Nevada","41.1458","-115.3577","52537"
"Pulaski","Pulaski","Pulaski County","29169","MO","Missouri","37.8246","-92.2077","52359"
"Cherokee","Cherokee","Cherokee County","48073","TX","Texas","31.8370","-95.1652","52341"
"Coffee","Coffee","Coffee County","01031","AL","Alabama","31.4026","-85.9882","52238"
"Kerr","Kerr","Kerr County","48265","TX","Texas","30.0615","-99.3500","52195"
"Columbia","Columbia","Columbia County","41009","OR","Oregon","45.9438","-123.0883","52117"
"Edgecombe","Edgecombe","Edgecombe County","37065","NC","North Carolina","35.9129","-77.5971","52069"
"Washington","Washington","Washington County","40147","OK","Oklahoma","36.7152","-95.9044","51995"
"Worcester","Worcester","Worcester County","24047","MD","Maryland","38.2128","-75.3340","51967"
"Culpeper","Culpeper","Culpeper County","51047","VA","Virginia","38.4860","-77.9558","51935"
"Jackson","Jackson","Jackson County","01071","AL","Alabama","34.7795","-85.9993","51765"
"Cass","Cass","Cass County","26027","MI","Michigan","41.9154","-85.9935","51613"
"Grant","Grant","Grant County","55043","WI","Wisconsin","42.8675","-90.7062","51570"
"Darke","Darke","Darke County","39037","OH","Ohio","40.1333","-84.6194","51387"
"Venango","Venango","Venango County","42121","PA","Pennsylvania","41.4010","-79.7580","51355"
"Wayne","Wayne","Wayne County","42127","PA","Pennsylvania","41.6487","-75.3033","51268"
"Coles","Coles","Coles County","17029","IL","Illinois","39.5203","-88.2218","51065"
"Henry","Henry","Henry County","51089","VA","Virginia","36.6828","-79.8740","51032"
"Waupaca","Waupaca","Waupaca County","55135","WI","Wisconsin","44.4705","-88.9648","50997"
"Medina","Medina","Medina County","48325","TX","Texas","29.3557","-99.1101","50869"
"Warren","Warren","Warren County","19181","IA","Iowa","41.3344","-93.5614","50867"
"Grundy","Grundy","Grundy County","17063","IL","Illinois","41.2851","-88.4185","50798"
"Ogle","Ogle","Ogle County","17141","IL","Illinois","42.0426","-89.3207","50793"
"Winona","Winona","Winona County","27169","MN","Minnesota","43.9868","-91.7792","50744"
"Franklin","Franklin","Franklin County","21073","KY","Kentucky","38.2392","-84.8771","50744"
"Halifax","Halifax","Halifax County","37083","NC","North Carolina","36.2574","-77.6517","50678"
"Somerset","Somerset","Somerset County","23025","ME","Maine","45.5139","-69.9589","50573"
"Franklin","Franklin","Franklin County","36033","NY","New York","44.5929","-74.3038","50389"
"Atascosa","Atascosa","Atascosa County","48013","TX","Texas","28.8935","-98.5272","50194"
"Queen Anne's","Queen Anne's","Queen Anne's County","24035","MD","Maryland","39.0673","-76.0208","50163"
"Polk","Polk","Polk County","48373","TX","Texas","30.7927","-94.8300","50155"
"Wilson","Wilson","Wilson County","48493","TX","Texas","29.1740","-98.0866","50110"
"Knox","Knox","Knox County","17095","IL","Illinois","40.9318","-90.2132","50052"
"St. Mary","St. Mary","St. Mary Parish","22101","LA","Louisiana","29.7206","-91.4485","50020"
"Calumet","Calumet","Calumet County","55015","WI","Wisconsin","44.0816","-88.2181","50005"
"Le Flore","Le Flore","Le Flore County","40079","OK","Oklahoma","34.9003","-94.7034","49999"
"Lamar","Lamar","Lamar County","48277","TX","Texas","33.6673","-95.5712","49705"
"Dearborn","Dearborn","Dearborn County","18029","IN","Indiana","39.1452","-84.9732","49612"
"Buffalo","Buffalo","Buffalo County","31019","NE","Nebraska","40.8552","-99.0750","49594"
"Oktibbeha","Oktibbeha","Oktibbeha County","28105","MS","Mississippi","33.4249","-88.8793","49593"
"Whitman","Whitman","Whitman County","53075","WA","Washington","46.9012","-117.5230","49577"
"Curry","Curry","Curry County","35009","NM","New Mexico","34.5742","-103.3470","49502"
"Navarro","Navarro","Navarro County","48349","TX","Texas","32.0469","-96.4725","49475"
"Lincoln","Lincoln","Lincoln County","41041","OR","Oregon","44.6420","-123.8682","49336"
"Vernon","Vernon","Vernon Parish","22115","LA","Louisiana","31.1083","-93.1843","49315"
"Montgomery","Montgomery","Montgomery County","36057","NY","New York","42.9023","-74.4397","49294"
"Dale","Dale","Dale County","01045","AL","Alabama","31.4318","-85.6110","49293"
"Franklin","Franklin","Franklin County","50011","VT","Vermont","44.8578","-72.9130","49275"
"Gibson","Gibson","Gibson County","47053","TN","Tennessee","35.9966","-88.9326","49193"
"Henry","Henry","Henry County","17073","IL","Illinois","41.3531","-90.1314","49032"
"Val Verde","Val Verde","Val Verde County","48465","TX","Texas","29.8930","-101.1517","49018"
"Bedford","Bedford","Bedford County","47003","TN","Tennessee","35.5138","-86.4589","48937"
"Cherokee","Cherokee","Cherokee County","40021","OK","Oklahoma","35.9067","-94.9997","48871"
"Newaygo","Newaygo","Newaygo County","26123","MI","Michigan","43.5542","-85.8009","48687"
"Bristol","Bristol","Bristol County","44001","RI","Rhode Island","41.7173","-71.2840","48645"
"Shelby","Shelby","Shelby County","39149","OH","Ohio","40.3315","-84.2047","48610"
"Douglas","Douglas","Douglas County","32005","NV","Nevada","38.9123","-119.6162","48486"
"Carroll","Carroll","Carroll County","33003","NH","New Hampshire","43.8738","-71.2031","48461"
"Tioga","Tioga","Tioga County","36107","NY","New York","42.1703","-76.3063","48431"
"Crittenden","Crittenden","Crittenden County","05035","AR","Arkansas","35.2057","-90.3078","48381"
"Carter","Carter","Carter County","40019","OK","Oklahoma","34.2509","-97.2858","48380"
"Henry","Henry","Henry County","18065","IN","Indiana","39.9310","-85.3964","48158"
"Bedford","Bedford","Bedford County","42009","PA","Pennsylvania","40.0065","-78.4903","48154"
"Shelby","Shelby","Shelby County","21211","KY","Kentucky","38.2154","-85.1948","48100"
"Fremont","Fremont","Fremont County","08043","CO","Colorado","38.4731","-105.4395","47725"
"Noble","Noble","Noble County","18113","IN","Indiana","41.3986","-85.4175","47640"
"Cortland","Cortland","Cortland County","36023","NY","New York","42.5950","-76.0703","47618"
"Burnet","Burnet","Burnet County","48053","TX","Texas","30.7884","-98.1823","47548"
"Chenango","Chenango","Chenango County","36017","NY","New York","42.4935","-75.6116","47527"
"Jackson","Jackson","Jackson County","12063","FL","Florida","30.7954","-85.2155","47409"
"Laurens","Laurens","Laurens County","13175","GA","Georgia","32.4636","-82.9222","47404"
"Logan","Logan","Logan County","40083","OK","Oklahoma","35.9193","-97.4433","47401"
"Boyd","Boyd","Boyd County","21019","KY","Kentucky","38.3596","-82.6877","47361"
"Hancock","Hancock","Hancock County","28045","MS","Mississippi","30.4160","-89.4885","47339"
"Greene","Greene","Greene County","36039","NY","New York","42.2765","-74.1227","47335"
"Bryan","Bryan","Bryan County","40013","OK","Oklahoma","33.9623","-96.2598","47325"
"Charlottesville","Charlottesville","Charlottesville City","51540","VA","Virginia","38.0375","-78.4855","47217"
"Beaufort","Beaufort","Beaufort County","37013","NC","North Carolina","35.4940","-76.8598","47160"
"Lincoln","Lincoln","Lincoln Parish","22061","LA","Louisiana","32.6016","-92.6649","47118"
"Kittitas","Kittitas","Kittitas County","53037","WA","Washington","47.1243","-120.6797","47097"
"Osage","Osage","Osage County","40113","OK","Oklahoma","36.6292","-96.3985","47074"
"Campbell","Campbell","Campbell County","56005","WY","Wyoming","44.2483","-105.5483","46958"
"Beltrami","Beltrami","Beltrami County","27007","MN","Minnesota","47.9738","-94.9377","46784"
"Clinton","Clinton","Clinton County","19045","IA","Iowa","41.8980","-90.5320","46734"
"St. Bernard","St. Bernard","St. Bernard Parish","22087","LA","Louisiana","29.8692","-89.5552","46694"
"Santa Cruz","Santa Cruz","Santa Cruz County","04023","AZ","Arizona","31.5260","-110.8466","46594"
"Monroe","Monroe","Monroe County","47123","TN","Tennessee","35.4426","-84.2527","46413"
"Marshall","Marshall","Marshall County","18099","IN","Indiana","41.3248","-86.2618","46336"
"Goodhue","Goodhue","Goodhue County","27049","MN","Minnesota","44.4097","-92.7229","46330"
"Washington","Washington","Washington Parish","22117","LA","Louisiana","30.8533","-90.0405","46325"
"Allegany","Allegany","Allegany County","36003","NY","New York","42.2574","-78.0276","46304"
"Bingham","Bingham","Bingham County","16011","ID","Idaho","43.2166","-112.3981","46246"
"Mifflin","Mifflin","Mifflin County","42087","PA","Pennsylvania","40.6104","-77.6170","46179"
"Monroe","Monroe","Monroe County","55081","WI","Wisconsin","43.9457","-90.6178","46155"
"Perry","Perry","Perry County","42099","PA","Pennsylvania","40.3984","-77.2623","46133"
"Warren","Warren","Warren County","28149","MS","Mississippi","32.3572","-90.8520","46030"
"Nelson","Nelson","Nelson County","21179","KY","Kentucky","37.8051","-85.4660","45915"
"Chesterfield","Chesterfield","Chesterfield County","45025","SC","South Carolina","34.6398","-80.1587","45833"
"Calaveras","Calaveras","Calaveras County","06009","CA","California","38.2046","-120.5541","45828"
"Camden","Camden","Camden County","29029","MO","Missouri","38.0270","-92.7660","45823"
"Gadsden","Gadsden","Gadsden County","12039","FL","Florida","30.5795","-84.6136","45787"
"Auglaize","Auglaize","Auglaize County","39011","OH","Ohio","40.5609","-84.2218","45709"
"Hillsdale","Hillsdale","Hillsdale County","26059","MI","Michigan","41.8878","-84.5929","45707"
"Stokes","Stokes","Stokes County","37169","NC","North Carolina","36.4019","-80.2397","45688"
"Lawrence","Lawrence","Lawrence County","18093","IN","Indiana","38.8412","-86.4834","45552"
"Henderson","Henderson","Henderson County","21101","KY","Kentucky","37.7958","-87.5730","45550"
"Nye","Nye","Nye County","32023","NV","Nevada","38.0424","-116.4720","45514"
"Colquitt","Colquitt","Colquitt County","13071","GA","Georgia","31.1884","-83.7688","45510"
